vehicle_id,type,ai,shockwave_factor,n_steps,condition,share,seed
f_normal.179,normal,23.708270246625386,0.07525416370608513,218,baseline,0.0,1
f_normal.18,normal,32.62239929359173,0.04353286356611679,53,baseline,0.0,1
f_normal.180,normal,41.652735159348,0.027760233935548582,328,baseline,0.0,1
f_normal.181,normal,41.821803713459914,0.033228576679113254,327,baseline,0.0,1
f_normal.182,normal,41.358954559120356,0.027702202679450554,325,baseline,0.0,1
f_normal.183,normal,40.32891362589755,0.02841850749698295,325,baseline,0.0,1
f_normal.184,normal,44.129490153717114,0.033520126787215755,339,baseline,0.0,1
f_normal.185,normal,25.04384082866439,0.07719816361442791,248,baseline,0.0,1
f_normal.186,normal,41.56420227597845,0.03689561019859252,323,baseline,0.0,1
f_normal.187,normal,41.14603670111375,0.03098864042572917,321,baseline,0.0,1
f_normal.188,normal,29.464859878085925,0.06035609657559791,223,baseline,0.0,1
f_normal.189,normal,41.74931004283965,0.03713172359984033,330,baseline,0.0,1
f_normal.19,normal,32.751744012156834,0.04868365752915868,44,baseline,0.0,1
f_normal.190,normal,42.025140720066126,0.033253474145831734,337,baseline,0.0,1
f_normal.191,normal,42.29027866114294,0.0382783923442389,273,baseline,0.0,1
f_normal.192,normal,25.00889113986865,0.07229504789118248,61,baseline,0.0,1
f_normal.193,normal,41.914631247522145,0.03410621558664724,262,baseline,0.0,1
f_normal.194,normal,43.308082361358935,0.03345588032517418,340,baseline,0.0,1
f_normal.195,normal,42.53708248652673,0.032280709938268745,335,baseline,0.0,1
f_normal.196,normal,40.457123243272,0.043527746379175385,328,baseline,0.0,1
f_normal.197,normal,24.64159476002425,0.2196460103088687,254,baseline,0.0,1
f_normal.198,normal,43.90305738755427,0.033790747482537915,262,baseline,0.0,1
f_normal.199,normal,34.963661626992575,0.05576962542402972,263,baseline,0.0,1
f_normal.20,normal,32.40443734149504,0.04571644407763006,47,baseline,0.0,1
f_normal.200,normal,28.31268886481584,0.04834367465853967,265,baseline,0.0,1
f_normal.201,normal,33.683946998744695,0.08366532190627014,175,baseline,0.0,1
f_normal.202,normal,24.842449708821785,0.10648497965068887,72,baseline,0.0,1
f_normal.203,normal,41.728873740745556,0.03256463320745872,337,baseline,0.0,1
f_normal.204,normal,41.3273845612026,0.04119177693933458,339,baseline,0.0,1
f_normal.205,normal,42.26384162351869,0.035256062746001154,329,baseline,0.0,1
f_normal.206,normal,21.37034633385731,0.22720981016396546,271,baseline,0.0,1
f_normal.207,normal,44.464303204286416,0.03186022964050582,347,baseline,0.0,1
f_normal.208,normal,32.14929233831423,0.05534735080283675,262,baseline,0.0,1
f_normal.209,normal,33.12237364897328,0.06359707844014453,244,baseline,0.0,1
f_normal.21,normal,32.327440597194766,0.045708963163902695,50,baseline,0.0,1
f_normal.210,normal,43.797738974998964,0.039594913205907065,338,baseline,0.0,1
f_normal.211,normal,32.62584972565238,0.0719300575199168,224,baseline,0.0,1
f_normal.212,normal,41.27819572507155,0.03162398826774907,349,baseline,0.0,1
f_normal.213,normal,44.018493283808574,0.04060414093283232,268,baseline,0.0,1
f_normal.214,normal,42.30615673212497,0.03605079193305169,331,baseline,0.0,1
f_normal.215,normal,43.8686034099592,0.04265210679879861,317,baseline,0.0,1
f_normal.216,normal,24.166792680367717,0.08328455381784462,247,baseline,0.0,1
f_normal.217,normal,41.17797365695214,0.05130307719505531,349,baseline,0.0,1
f_normal.218,normal,46.23504009311845,0.03422291814285479,363,baseline,0.0,1
f_normal.219,normal,45.14090351200741,0.036136775793626,358,baseline,0.0,1
f_normal.22,normal,33.4111032022207,0.04426687958739124,56,baseline,0.0,1
f_normal.220,normal,44.15993861474995,0.036386271105730755,355,baseline,0.0,1
f_normal.221,normal,45.27150820372422,0.034865831081185274,360,baseline,0.0,1
f_normal.222,normal,23.61522623420119,0.10160145345261175,91,baseline,0.0,1
f_normal.223,normal,33.58321511567696,0.07565910393873558,184,baseline,0.0,1
f_normal.224,normal,45.81067905928282,0.03350926081768292,337,baseline,0.0,1
f_normal.225,normal,22.89834061146573,0.09343524504439482,271,baseline,0.0,1
f_normal.226,normal,32.17561104795825,0.0708424800629872,194,baseline,0.0,1
f_normal.227,normal,46.7350903413204,0.03566524638147115,362,baseline,0.0,1
f_normal.228,normal,44.55786379162525,0.04102590409533186,364,baseline,0.0,1
f_normal.229,normal,46.851176325094826,0.03813300604175362,262,baseline,0.0,1
f_normal.23,normal,33.43170520310634,0.048571937726504505,62,baseline,0.0,1
f_normal.230,normal,24.204782226092085,0.07645338764525121,272,baseline,0.0,1
f_normal.231,normal,24.799080154362017,0.05650480921626137,180,baseline,0.0,1
f_normal.232,normal,44.566810071204145,0.04915083540094603,347,baseline,0.0,1
f_normal.233,normal,48.70494047316602,0.023887572226213884,343,baseline,0.0,1
f_normal.234,normal,21.094939287133766,0.21952508001101662,263,baseline,0.0,1
f_normal.235,normal,48.747515449673294,0.018536212695309567,261,baseline,0.0,1
f_normal.236,normal,47.841922995885646,0.028677951345069324,346,baseline,0.0,1
f_normal.237,normal,49.82781084205743,0.019223825812974684,331,baseline,0.0,1
f_normal.238,normal,49.29219714014229,0.024295192961680624,340,baseline,0.0,1
f_normal.239,normal,34.289296094984195,0.055506300114474674,250,baseline,0.0,1
f_normal.24,normal,34.15536524923609,0.04407512458057712,67,baseline,0.0,1
f_normal.240,normal,47.92900611273971,0.02040128042301869,335,baseline,0.0,1
f_normal.241,normal,47.62576273243763,0.01862743573080128,316,baseline,0.0,1
f_normal.242,normal,45.170301617819256,0.037935458280446144,324,baseline,0.0,1
f_normal.243,normal,47.37106720691297,0.01896673980421495,323,baseline,0.0,1
f_normal.244,normal,23.11883478747995,0.06828884613089516,207,baseline,0.0,1
f_normal.245,normal,47.10284716441271,0.020026854397868735,318,baseline,0.0,1
f_normal.246,normal,46.80885456369583,0.020292226576941772,314,baseline,0.0,1
f_normal.247,normal,26.62218690423506,0.06392997426958782,273,baseline,0.0,1
f_normal.248,normal,36.55684018047676,0.08668216979884677,248,baseline,0.0,1
f_normal.249,normal,46.867037296080206,0.019988656723042383,311,baseline,0.0,1
f_normal.25,normal,33.27894568365128,0.04397128653206193,58,baseline,0.0,1
f_normal.250,normal,46.78070105880225,0.020175378732898874,306,baseline,0.0,1
f_normal.251,normal,24.850607340608782,0.07416906865566239,262,baseline,0.0,1
f_normal.252,normal,26.106041959890064,0.06990693575463552,269,baseline,0.0,1
f_normal.253,normal,46.445492589470014,0.01954134912556894,301,baseline,0.0,1
f_normal.254,normal,44.77340852347095,0.018497245358556395,282,baseline,0.0,1
f_normal.255,normal,46.31590061872246,0.020597018580007436,297,baseline,0.0,1
f_normal.256,normal,45.7949308187977,0.023588543934651006,215,baseline,0.0,1
f_normal.257,normal,35.78310341955227,0.08010104724139688,177,baseline,0.0,1
f_normal.258,normal,41.63047944884651,0.050657605473612116,285,baseline,0.0,1
f_normal.259,normal,44.76502785467134,0.019683159677170787,279,baseline,0.0,1
f_normal.26,normal,33.702721651793695,0.04382889750617358,64,baseline,0.0,1
f_normal.260,normal,25.54221471906474,0.08781494289523825,273,baseline,0.0,1
f_normal.261,normal,28.203776803109495,0.05309628048307747,278,baseline,0.0,1
f_normal.262,normal,44.772131234562664,0.02434926372401248,275,baseline,0.0,1
f_normal.263,normal,44.652928363177466,0.01921287359793045,260,baseline,0.0,1
f_normal.264,normal,36.307487486812654,0.0746111415810204,273,baseline,0.0,1
f_normal.265,normal,43.99102973966016,0.030535237582741324,263,baseline,0.0,1
f_normal.266,normal,34.28664793119298,0.14962830198074364,71,baseline,0.0,1
f_normal.267,normal,43.454223107074576,0.024120239502615843,268,baseline,0.0,1
f_normal.268,normal,25.422756464185934,0.24486227059525073,226,baseline,0.0,1
f_normal.269,normal,44.24053451939424,0.023097837566424407,263,baseline,0.0,1
f_normal.27,normal,35.47745786608635,0.054016301054615294,75,baseline,0.0,1
f_normal.270,normal,43.248898508224876,0.02052653834386764,249,baseline,0.0,1
f_normal.271,normal,43.84552370232481,0.021118373318218097,252,baseline,0.0,1
f_normal.272,normal,25.027846263048545,0.09461315602507324,159,baseline,0.0,1
f_normal.273,normal,43.84202815651078,0.021202638752034465,251,baseline,0.0,1
f_normal.274,normal,44.077411181443814,0.021689439911897142,237,baseline,0.0,1
f_normal.275,normal,44.30850685358831,0.021116142375904496,249,baseline,0.0,1
f_normal.276,normal,24.316446027780763,0.08327632291471902,224,baseline,0.0,1
f_normal.277,normal,42.921638388869994,0.0220645166783935,239,baseline,0.0,1
f_normal.278,normal,33.56367918990615,0.06132457353299074,236,baseline,0.0,1
f_normal.279,normal,34.58175246009409,0.06879828429617031,187,baseline,0.0,1
f_normal.28,normal,35.24676996156245,0.043975481710518204,70,baseline,0.0,1
f_normal.280,normal,42.73862785829339,0.02038514583158095,236,baseline,0.0,1
f_normal.281,normal,42.56258434949647,0.020089654807741802,232,baseline,0.0,1
f_normal.282,normal,24.258541516377434,0.06615973940156684,140,baseline,0.0,1
f_normal.283,normal,41.11190534085948,0.021349435255664607,229,baseline,0.0,1
f_normal.284,normal,41.16231041568843,0.02657509031584455,193,baseline,0.0,1
f_normal.285,normal,38.5547481580906,0.03215749016729843,221,baseline,0.0,1
f_normal.286,normal,23.288898097098887,0.05674191306059364,218,baseline,0.0,1
f_normal.287,normal,40.38530150321363,0.022186787873483882,190,baseline,0.0,1
f_normal.288,normal,26.00380507284057,0.04151000706225776,199,baseline,0.0,1
f_normal.29,normal,35.78932323363566,0.040494665107411995,73,baseline,0.0,1
f_normal.290,normal,42.86725952628546,0.021417105013391183,188,baseline,0.0,1
f_normal.291,normal,40.80073470171699,0.02123353756140627,203,baseline,0.0,1
f_normal.292,normal,20.074698455639677,0.0770229531572207,24,baseline,0.0,1
f_normal.293,normal,41.43828694499329,0.023858276931141197,171,baseline,0.0,1
f_normal.294,normal,39.73474353037474,0.022414217307383435,139,baseline,0.0,1
f_normal.295,normal,38.08333888576765,0.0292339974500632,196,baseline,0.0,1
f_normal.296,normal,39.44363052228282,0.02513104172188354,193,baseline,0.0,1
f_normal.297,normal,36.13492668675612,0.02550643971377623,188,baseline,0.0,1
f_normal.298,normal,38.76357755233021,0.022216404229220606,181,baseline,0.0,1
f_normal.299,normal,23.138491553394264,0.2366094242596483,178,baseline,0.0,1
f_normal.30,normal,31.70420338192974,0.058144018067487764,81,baseline,0.0,1
f_normal.300,normal,23.019103553221935,0.035174693002005035,48,baseline,0.0,1
f_normal.301,normal,39.22692948476638,0.022349396481922086,177,baseline,0.0,1
f_normal.302,normal,38.984544124988936,0.018190517262112876,182,baseline,0.0,1
f_normal.303,normal,34.186684033819304,0.016786262624272963,62,baseline,0.0,1
f_normal.304,normal,38.804229596232915,0.027140206849809705,173,baseline,0.0,1
f_normal.305,normal,38.700943864716045,0.03443735587734718,119,baseline,0.0,1
f_normal.306,normal,27.915548171824863,0.10719869600316621,164,baseline,0.0,1
f_normal.307,normal,38.494002389307276,0.023475870388184095,161,baseline,0.0,1
f_normal.308,normal,33.57231314575954,0.025172319581562765,157,baseline,0.0,1
f_normal.309,normal,35.333233573230075,0.027476689546403345,155,baseline,0.0,1
f_normal.31,normal,33.250184421272266,0.042221235943791256,83,baseline,0.0,1
f_normal.310,normal,21.095419684679808,0.03758237926621071,144,baseline,0.0,1
f_normal.311,normal,33.5364231717794,0.020799193606106513,151,baseline,0.0,1
f_normal.312,normal,20.39666178244067,0.2169047383180641,152,baseline,0.0,1
f_normal.313,normal,31.03461081482275,0.034457001170974166,139,baseline,0.0,1
f_normal.314,normal,32.13022131685942,0.020984652624819917,147,baseline,0.0,1
f_normal.315,normal,33.16971990111319,0.02586267357475565,142,baseline,0.0,1
f_normal.316,normal,34.64479177681029,0.020858981528580026,129,baseline,0.0,1
f_normal.317,normal,32.55094247749037,0.04685856983229864,112,baseline,0.0,1
f_normal.318,normal,32.93650717369653,0.02472989700620594,131,baseline,0.0,1
f_normal.319,normal,34.035300041243055,0.023808801616072572,131,baseline,0.0,1
f_normal.32,normal,26.503959805730467,0.05236622872437157,91,baseline,0.0,1
f_normal.320,normal,23.33897693413093,0.04602099120560809,101,baseline,0.0,1
f_normal.321,normal,23.41068279593687,0.04968442588398283,122,baseline,0.0,1
f_normal.322,normal,34.507769407004375,0.02670764166610624,125,baseline,0.0,1
f_normal.323,normal,33.14268577181132,0.027531299940033806,121,baseline,0.0,1
f_normal.324,normal,34.14183466001483,0.03613451232536462,118,baseline,0.0,1
f_normal.325,normal,33.54631213903568,0.023532320479338738,120,baseline,0.0,1
f_normal.326,normal,33.24923827250645,0.02546267178818435,116,baseline,0.0,1
f_normal.327,normal,30.46189413893877,0.03899477557307185,49,baseline,0.0,1
f_normal.328,normal,30.736118556083078,0.026991272565093604,113,baseline,0.0,1
f_normal.329,normal,27.866080364026672,0.02232179140154393,100,baseline,0.0,1
f_normal.33,normal,31.596244555825823,0.04510234582986621,94,baseline,0.0,1
f_normal.330,normal,23.12779577017122,0.07031781459145642,108,baseline,0.0,1
f_normal.331,normal,25.373111093670833,0.02552780665344526,61,baseline,0.0,1
f_normal.332,normal,31.82882328902868,0.022975046651492238,102,baseline,0.0,1
f_normal.333,normal,32.06499914000372,0.0229726105257559,98,baseline,0.0,1
f_normal.334,normal,23.195244794490232,0.029621631990312893,36,baseline,0.0,1
f_normal.335,normal,31.30872457799114,0.022051076369517666,93,baseline,0.0,1
f_normal.336,normal,32.08862875624969,0.02070890995021361,91,baseline,0.0,1
f_normal.337,normal,29.817003208896963,0.026108488543468547,88,baseline,0.0,1
f_normal.338,normal,26.4670497407438,0.05641973925569775,82,baseline,0.0,1
f_normal.339,normal,30.030500935358553,0.021726557343737917,82,baseline,0.0,1
f_normal.34,normal,33.41419936029742,0.04834137571648723,97,baseline,0.0,1
f_normal.340,normal,32.56007850840033,0.028298309162786712,77,baseline,0.0,1
f_normal.341,normal,32.172253632769916,0.04291608116301756,77,baseline,0.0,1
f_normal.343,normal,33.81660295429373,0.04469248751110817,35,baseline,0.0,1
f_normal.344,normal,27.77906961444863,0.06044901791374294,60,baseline,0.0,1
f_normal.345,normal,30.423059231184734,0.04059414352234865,66,baseline,0.0,1
f_normal.346,normal,32.214251628951956,0.023503707916092062,62,baseline,0.0,1
f_normal.347,normal,34.82251671790109,0.022298611447652307,62,baseline,0.0,1
f_normal.35,normal,36.15522954909986,0.04466680367516222,99,baseline,0.0,1
f_normal.350,normal,22.500948283067753,0.10950598791737354,54,baseline,0.0,1
f_normal.351,normal,25.427881874506532,0.08190271951213564,49,baseline,0.0,1
f_normal.352,normal,27.314913474056713,0.01741890515687997,48,baseline,0.0,1
f_normal.353,normal,30.35069111082127,0.019204310946851696,43,baseline,0.0,1
f_normal.354,normal,29.492635193990765,0.01380269087857072,37,baseline,0.0,1
f_normal.356,normal,33.90845110322064,0.022249896444351974,41,baseline,0.0,1
f_normal.357,normal,28.478589599249517,0.02807371726392829,36,baseline,0.0,1
f_normal.358,normal,30.834871561356785,0.00438716274314508,31,baseline,0.0,1
f_normal.36,normal,33.711900864450456,0.08958103247527668,105,baseline,0.0,1
f_normal.361,normal,31.948727305240006,0.0038717426170492577,24,baseline,0.0,1
f_normal.37,normal,32.71515398432916,0.050171498216751736,102,baseline,0.0,1
f_normal.38,normal,33.624497927982695,0.05033609513352389,107,baseline,0.0,1
f_normal.39,normal,35.02931102608284,0.04303332326793692,92,baseline,0.0,1
f_normal.40,normal,34.65423895892988,0.04548016670311845,116,baseline,0.0,1
f_normal.41,normal,36.57375039632514,0.044057198537154146,125,baseline,0.0,1
f_normal.42,normal,34.71806771151202,0.045082098770373745,113,baseline,0.0,1
f_normal.43,normal,34.238303735575336,0.0454880949521201,119,baseline,0.0,1
f_normal.44,normal,32.28500230910945,0.04609337501357888,96,baseline,0.0,1
f_normal.45,normal,30.252051723044644,0.08418489435667896,137,baseline,0.0,1
f_normal.46,normal,29.699290356108477,0.04402958067512527,130,baseline,0.0,1
f_normal.47,normal,32.960342738822774,0.040319380294492474,134,baseline,0.0,1
f_normal.48,normal,35.30130621375619,0.04139520169411174,140,baseline,0.0,1
f_normal.49,normal,33.7548205411001,0.04517596370524872,143,baseline,0.0,1
f_normal.50,normal,30.14781304341536,0.10689205935127681,119,baseline,0.0,1
f_normal.51,normal,34.56177212012187,0.03961799581428529,151,baseline,0.0,1
f_normal.52,normal,35.1621587778832,0.03858849712082489,148,baseline,0.0,1
f_normal.53,normal,36.37472300133338,0.04907541153520977,171,baseline,0.0,1
f_normal.54,normal,28.206017935218167,0.11968049397151034,159,baseline,0.0,1
f_normal.55,normal,34.057114713552245,0.04556026132365733,154,baseline,0.0,1
f_normal.56,normal,34.09406466003827,0.05031356763164455,162,baseline,0.0,1
f_normal.57,normal,30.221539104874328,0.06833189696823166,165,baseline,0.0,1
f_normal.58,normal,36.59915206298759,0.04115066317816379,189,baseline,0.0,1
f_normal.59,normal,31.771220028516915,0.06894405713286497,168,baseline,0.0,1
f_normal.60,normal,36.96924948022383,0.04857842777439923,182,baseline,0.0,1
f_normal.61,normal,35.62241577790546,0.04615839614114013,173,baseline,0.0,1
f_normal.62,normal,27.968004610892017,0.07094526359612792,177,baseline,0.0,1
f_normal.63,normal,33.8449701145299,0.07673129690900321,180,baseline,0.0,1
f_normal.64,normal,33.333809995593285,0.08031505411029749,186,baseline,0.0,1
f_normal.65,normal,36.81921584928006,0.04121190212669068,194,baseline,0.0,1
f_normal.66,normal,36.93518362488614,0.03655998080862634,200,baseline,0.0,1
f_normal.67,normal,36.75719141881675,0.035616049135546696,202,baseline,0.0,1
f_normal.68,normal,26.257531710996638,0.07056264737946145,192,baseline,0.0,1
f_normal.69,normal,36.606372168164576,0.04143315707461823,206,baseline,0.0,1
f_normal.70,normal,33.455885230389384,0.05980203938825579,133,baseline,0.0,1
f_normal.71,normal,36.15149676616996,0.03760208220582377,209,baseline,0.0,1
f_normal.72,normal,35.078537482694415,0.035038421769974244,218,baseline,0.0,1
f_normal.73,normal,36.85850078324016,0.032024292235922805,221,baseline,0.0,1
f_normal.74,normal,28.5250774907325,0.0681704914050032,214,baseline,0.0,1
f_normal.75,normal,31.722040188535363,0.05062213673993955,68,baseline,0.0,1
f_normal.76,normal,36.572112878235544,0.03108365311081779,157,baseline,0.0,1
f_normal.77,normal,31.536986568807457,0.05963344962410345,228,baseline,0.0,1
f_normal.78,normal,35.449279785333125,0.03187066247535665,160,baseline,0.0,1
f_normal.79,normal,34.32884240488885,0.03191296878718983,239,baseline,0.0,1
f_normal.80,normal,28.741928736301393,0.06736420659032027,236,baseline,0.0,1
f_normal.81,normal,35.820324846051314,0.03386659108102036,244,baseline,0.0,1
f_normal.82,normal,29.445223806355475,0.0350627573603169,129,baseline,0.0,1
f_normal.83,normal,34.6776583839002,0.03127041627431175,259,baseline,0.0,1
f_normal.84,normal,34.78525802995999,0.033998860079703715,248,baseline,0.0,1
f_normal.85,normal,34.860776314281544,0.03344424312150132,250,baseline,0.0,1
f_normal.86,normal,35.59343622375842,0.032319535382994015,256,baseline,0.0,1
f_normal.87,normal,26.371891382135594,0.17006121574967967,253,baseline,0.0,1
f_normal.88,normal,26.7264894453951,0.04777762056847441,251,baseline,0.0,1
f_normal.89,normal,29.27622830607921,0.05949494492149015,254,baseline,0.0,1
f_normal.90,normal,36.37117381520313,0.03936617270355875,267,baseline,0.0,1
f_normal.91,normal,36.85829556975717,0.036356794496282124,275,baseline,0.0,1
f_normal.92,normal,36.282590713932706,0.028276582141532506,268,baseline,0.0,1
f_normal.93,normal,37.16687865869344,0.03375994094325585,279,baseline,0.0,1
f_normal.94,normal,26.295076249016432,0.0668753465223641,253,baseline,0.0,1
f_normal.95,normal,36.477974668761526,0.0302261792050658,271,baseline,0.0,1
f_normal.96,normal,33.50557054401743,0.062320247958518205,247,baseline,0.0,1
f_normal.97,normal,37.107530556269154,0.03251459507294333,273,baseline,0.0,1
f_normal.98,normal,36.64496661511705,0.03456650017614636,274,baseline,0.0,1
f_normal.99,normal,36.17490378767374,0.0555998790470328,242,baseline,0.0,1
f_normal.10,normal,33.22806596616414,0.0509726862100775,46,baseline,0.0,2
f_normal.100,normal,39.00428631136376,0.03152385198875831,296,baseline,0.0,2
f_normal.101,normal,38.75732645606245,0.03139911945641552,299,baseline,0.0,2
f_normal.102,normal,24.25553868009867,0.20228278176536105,255,baseline,0.0,2
f_normal.103,normal,39.77157267872877,0.036770722465190184,302,baseline,0.0,2
f_normal.104,normal,39.70299679477943,0.03382421729150238,307,baseline,0.0,2
f_normal.105,normal,24.314441908572732,0.07868970409953553,140,baseline,0.0,2
f_normal.106,normal,37.91697311551937,0.03235758379322796,309,baseline,0.0,2
f_normal.107,normal,35.0661795212837,0.06246346876890531,261,baseline,0.0,2
f_normal.108,normal,36.85728122458251,0.030226947074450672,307,baseline,0.0,2
f_normal.109,normal,38.971337841523685,0.03299768579933666,309,baseline,0.0,2
f_normal.11,normal,31.560877581981647,0.03534270937082483,38,baseline,0.0,2
f_normal.110,normal,34.47520332029637,0.044528997301790454,74,baseline,0.0,2
f_normal.111,normal,39.542723273880235,0.029226653336151685,299,baseline,0.0,2
f_normal.112,normal,39.2431873612162,0.032673601741068786,306,baseline,0.0,2
