epoch,step,vehicle_id,speed_kmh,accel_ms2,prox_m,wave_m,ai_score,category
1,36,npc_9,93.65,6.99,50.45,0.0,39.49,Normal
1,40,npc_0,85.45,-8.018,101.18,1.568,76.23,Aggressive
1,40,npc_1,96.56,8.489,20.32,0.0,68.91,Normal
1,40,npc_10,96.67,6.534,172.17,1.466,79.87,Aggressive
1,40,npc_11,104.59,7.244,300.11,0.0,44.31,Normal
1,40,npc_12,87.3,8.001,52.97,0.0,36.94,Normal
1,40,npc_13,98.97,7.307,73.95,0.0,41.77,Normal
1,40,npc_14,91.44,6.546,216.23,0.0,38.58,Normal
1,40,npc_2,101.97,5.654,101.44,0.0,43.11,Normal
1,40,npc_3,101.61,6.986,197.84,1.28,77.08,Aggressive
1,40,npc_4,88.95,7.181,157.26,0.0,37.58,Normal
1,40,npc_5,101.9,6.851,138.26,0.0,43.08,Normal
1,40,npc_6,95.32,-0.518,245.61,0.0,22.26,Conservative
1,40,npc_7,93.73,8.444,348.31,0.0,39.52,Normal
1,40,npc_8,86.3,7.921,79.67,0.0,36.55,Normal
1,40,npc_9,96.44,7.742,52.95,0.0,40.67,Normal
1,44,npc_0,86.36,2.525,99.68,1.593,66.67,Normal
1,44,npc_1,99.29,7.581,18.96,0.0,72.74,Aggressive
1,44,npc_10,98.06,3.859,174.99,1.425,74.8,Aggressive
1,44,npc_11,107.56,8.266,303.96,0.0,45.71,Normal
1,44,npc_12,84.18,-8.656,51.34,0.0,35.75,Normal
1,44,npc_13,101.72,7.656,77.05,0.0,42.99,Normal
1,44,npc_14,93.9,6.84,218.53,0.0,39.59,Normal
1,44,npc_2,104.34,6.586,105.17,0.0,44.19,Normal
1,44,npc_3,101.85,0.689,201.24,1.234,58.72,Normal
1,44,npc_4,89.34,1.084,155.41,0.0,22.07,Conservative
1,44,npc_5,104.67,7.679,141.9,0.0,44.34,Normal
1,44,npc_6,95.26,-0.17,248.26,0.0,20.85,Conservative
1,44,npc_7,96.41,7.441,350.96,0.0,40.65,Normal
1,44,npc_8,84.74,-4.345,78.12,0.0,33.34,Conservative
1,44,npc_9,99.66,8.944,55.99,0.0,42.07,Normal
1,48,npc_0,84.53,-5.074,98.16,1.6,75.88,Aggressive
1,48,npc_1,101.75,6.83,14.63,0.0,83.03,Aggressive
1,48,npc_10,100.32,6.3,178.08,1.386,79.32,Aggressive
1,48,npc_11,107.71,0.408,307.92,0.0,27.41,Conservative
1,48,npc_12,86.4,6.15,49.98,0.0,36.59,Normal
1,48,npc_13,104.44,7.562,80.6,0.0,44.24,Normal
1,48,npc_14,96.52,7.263,221.16,0.0,40.7,Normal
1,48,npc_2,107.4,8.492,108.73,0.0,45.63,Normal
1,48,npc_3,101.77,-0.229,204.47,1.193,55.73,Normal
1,48,npc_4,89.47,0.374,153.36,0.0,19.28,Conservative
1,48,npc_5,107.5,7.877,145.62,0.0,45.68,Normal
1,48,npc_6,95.38,0.346,250.8,0.0,21.6,Conservative
1,48,npc_7,99.37,8.244,353.83,0.0,41.94,Normal
1,48,npc_8,85.27,1.485,76.67,0.0,22.1,Conservative
1,48,npc_9,102.26,7.242,59.15,0.0,43.24,Normal
1,52,npc_0,86.81,6.318,96.55,1.595,76.75,Aggressive
1,52,npc_1,97.53,-11.741,10.55,0.0,90.94,Aggressive
1,52,npc_10,101.91,4.396,181.43,1.348,76.61,Aggressive
1,52,npc_11,107.64,-0.185,311.91,0.0,26.49,Conservative
1,52,npc_12,89.12,7.55,48.52,0.0,37.72,Normal
1,52,npc_13,107.02,7.153,84.56,0.0,45.45,Normal
1,52,npc_14,98.77,6.27,224.1,0.0,41.68,Normal
1,52,npc_2,107.63,0.65,112.54,0.0,28.34,Conservative
1,52,npc_3,101.21,-1.571,207.72,1.155,59.83,Normal
1,52,npc_4,89.73,0.728,151.38,0.0,20.81,Conservative
1,52,npc_5,107.56,0.172,149.55,0.0,26.4,Conservative
1,52,npc_6,95.6,0.608,253.4,0.0,22.74,Conservative
1,52,npc_7,100.97,4.43,357.01,0.0,40.37,Normal
1,52,npc_8,87.65,6.59,75.11,0.0,37.07,Normal
1,52,npc_9,104.8,7.048,62.79,0.0,44.41,Normal
1,56,npc_0,89.03,6.164,93.96,1.584,77.61,Aggressive
1,56,npc_1,91.05,-18.0,7.58,0.0,96.01,Aggressive
1,56,npc_10,103.47,4.333,185.66,1.313,76.14,Aggressive
1,56,npc_11,107.63,-0.038,316.69,0.0,25.89,Conservative
1,56,npc_12,91.8,7.447,45.66,0.0,39.33,Normal
1,56,npc_13,106.86,-0.455,89.22,0.0,27.2,Conservative
1,56,npc_14,100.06,3.573,227.99,0.0,36.54,Normal
1,56,npc_2,107.92,0.817,117.31,0.0,29.15,Conservative
1,56,npc_3,101.2,-0.016,211.76,1.12,52.68,Normal
1,56,npc_4,89.41,-0.887,148.64,0.0,21.32,Conservative
1,56,npc_5,107.82,0.712,154.32,0.0,28.68,Conservative
1,56,npc_6,95.64,0.123,256.81,0.0,20.82,Conservative
1,56,npc_7,100.88,-0.246,361.05,0.0,23.6,Conservative
1,56,npc_8,90.34,7.479,72.39,0.0,38.14,Normal
1,56,npc_9,106.92,5.892,67.41,0.0,45.41,Normal
1,60,npc_0,91.62,7.214,91.14,1.568,78.66,Aggressive
1,60,npc_1,91.2,0.424,5.15,0.798,100.0,Aggressive
1,60,npc_10,103.2,-0.725,190.05,1.28,60.7,Normal
1,60,npc_11,107.85,0.622,321.51,0.0,28.34,Conservative
1,60,npc_12,94.77,8.266,43.1,0.0,41.48,Normal
1,60,npc_13,106.94,0.231,94.16,0.0,26.34,Conservative
1,60,npc_14,99.94,-0.338,231.99,0.0,23.55,Conservative
1,60,npc_2,107.99,0.195,122.04,0.0,26.7,Conservative
1,60,npc_3,100.67,-1.461,215.8,1.088,57.37,Normal
1,60,npc_4,89.42,0.03,145.94,0.0,17.89,Conservative
1,60,npc_5,107.61,-0.576,159.12,0.0,28.04,Conservative
1,60,npc_6,95.46,-0.512,260.24,0.0,22.3,Conservative
1,60,npc_7,101.03,0.429,365.08,0.0,24.4,Conservative
1,60,npc_8,92.42,5.775,69.6,0.0,38.98,Normal
1,60,npc_9,106.91,-0.035,72.29,0.0,25.54,Conservative
1,64,npc_0,92.24,1.717,88.88,1.549,65.78,Normal
1,64,npc_1,94.27,8.534,3.61,1.058,100.0,Aggressive
1,64,npc_10,102.63,-1.593,193.48,1.249,63.09,Normal
1,64,npc_11,107.74,-0.327,325.48,0.0,27.1,Conservative
1,64,npc_12,97.41,7.319,40.46,0.0,44.0,Normal
1,64,npc_13,107.05,0.304,98.01,0.0,26.68,Conservative
1,64,npc_14,100.03,0.26,235.08,0.0,23.28,Conservative
1,64,npc_2,107.55,-1.231,126.0,0.0,30.63,Conservative
1,64,npc_3,100.95,0.765,219.04,1.371,62.27,Normal
1,64,npc_4,89.68,0.713,143.99,0.0,20.72,Conservative
1,64,npc_5,107.99,1.05,163.1,0.0,30.12,Conservative
1,64,npc_6,95.43,-0.087,262.85,0.0,20.59,Conservative
1,64,npc_7,101.11,0.217,368.32,0.0,23.59,Conservative
1,64,npc_8,92.54,0.343,67.35,0.0,20.4,Conservative
1,64,npc_9,107.01,0.289,76.15,0.0,26.61,Conservative
1,68,npc_0,92.24,0.007,86.62,1.529,58.94,Normal
1,68,npc_1,96.88,7.242,3.35,1.22,100.0,Aggressive
1,68,npc_10,102.81,0.505,196.91,1.22,58.04,Normal
1,68,npc_11,107.78,0.113,329.45,0.0,26.26,Conservative
1,68,npc_12,100.57,8.777,37.52,0.0,47.46,Normal
1,68,npc_13,106.77,-0.769,101.87,0.0,28.41,Conservative
1,68,npc_14,99.65,-1.069,238.18,0.0,26.34,Conservative
1,68,npc_2,107.62,0.184,129.97,0.0,26.47,Conservative
1,68,npc_3,99.93,-2.82,222.15,1.552,73.47,Aggressive
1,68,npc_4,89.63,-0.13,142.04,0.0,18.38,Conservative
1,68,npc_5,107.78,-0.597,167.07,0.0,28.2,Conservative
1,68,npc_6,95.62,0.539,265.46,0.0,22.48,Conservative
1,68,npc_7,100.94,-0.473,371.54,0.0,24.53,Conservative
1,68,npc_8,92.38,-0.445,65.1,0.0,20.75,Conservative
1,68,npc_9,107.03,0.034,80.02,0.0,25.59,Conservative
1,72,npc_0,92.23,-0.034,83.57,1.508,59.04,Normal
1,72,npc_1,99.77,8.026,5.73,1.33,100.0,Aggressive
1,72,npc_10,102.47,-0.966,201.11,1.193,59.0,Normal
1,72,npc_11,107.9,0.328,334.23,0.0,27.18,Conservative
1,72,npc_12,104.01,9.563,33.46,0.0,52.79,Normal
1,72,npc_13,106.65,-0.347,106.53,0.0,26.66,Conservative
1,72,npc_14,99.7,0.15,242.07,0.0,22.69,Conservative
1,72,npc_2,107.74,0.337,134.74,0.0,27.14,Conservative
1,72,npc_3,99.78,-0.431,226.04,1.677,63.85,Normal
1,72,npc_4,89.49,-0.386,139.29,0.0,19.34,Conservative
1,72,npc_5,107.56,-0.607,171.84,0.0,28.14,Conservative
1,72,npc_6,95.35,-0.765,268.85,0.0,23.26,Conservative
1,72,npc_7,100.94,-0.008,375.56,0.0,22.67,Conservative
1,72,npc_8,92.28,-0.279,62.07,0.0,20.04,Conservative
1,72,npc_9,106.93,-0.257,84.68,0.0,26.44,Conservative
1,76,npc_0,92.49,0.706,80.5,1.487,61.5,Normal
1,76,npc_1,102.62,7.913,9.39,1.409,100.0,Aggressive
1,76,npc_10,102.38,-0.25,205.3,1.167,55.41,Normal
1,76,npc_11,107.66,-0.658,339.0,0.0,28.39,Conservative
1,76,npc_12,106.32,6.406,29.15,0.0,59.02,Normal
1,76,npc_13,106.91,0.74,111.19,0.0,28.36,Conservative
1,76,npc_14,99.76,0.159,245.96,0.0,22.75,Conservative
1,76,npc_2,107.59,-0.425,139.5,0.0,27.42,Conservative
1,76,npc_3,99.87,0.252,229.93,1.766,63.17,Normal
1,76,npc_4,89.38,-0.33,136.55,0.0,19.07,Conservative
1,76,npc_5,107.94,1.073,176.6,0.0,30.18,Conservative
1,76,npc_6,95.54,0.524,272.27,0.0,22.38,Conservative
1,76,npc_7,100.97,0.077,379.59,0.0,22.96,Conservative
1,76,npc_8,92.14,-0.39,59.02,0.0,20.43,Conservative
1,76,npc_9,106.94,0.019,89.35,0.0,25.49,Conservative
1,80,npc_0,92.35,-0.365,77.46,1.466,59.52,Normal
1,80,npc_1,105.21,7.219,13.59,1.466,100.0,Aggressive
1,80,npc_10,102.0,-1.041,209.44,1.143,57.75,Normal
1,80,npc_11,107.66,-0.007,343.76,0.0,25.78,Conservative
1,80,npc_12,107.89,4.361,24.71,0.0,63.78,Normal
1,80,npc_13,106.99,0.205,115.86,0.0,26.26,Conservative
1,80,npc_14,100.02,0.717,249.85,0.0,25.1,Conservative
1,80,npc_2,107.89,0.844,144.28,0.0,29.24,Conservative
1,80,npc_3,99.73,-0.391,233.82,1.831,63.67,Normal
1,80,npc_4,89.42,0.131,133.81,0.0,18.3,Conservative
1,80,npc_5,107.85,-0.261,181.37,0.0,26.89,Conservative
1,80,npc_6,95.39,-0.421,275.67,0.0,21.9,Conservative
1,80,npc_7,101.15,0.518,383.62,0.0,24.81,Conservative
1,80,npc_8,92.24,0.285,55.99,0.0,20.05,Conservative
1,80,npc_9,106.93,-0.028,94.01,0.0,25.52,Conservative
1,84,npc_0,92.39,0.095,74.39,1.446,57.9,Normal
1,84,npc_1,107.94,7.582,18.18,1.508,100.0,Aggressive
1,84,npc_10,102.1,0.274,213.59,1.12,54.12,Normal
1,84,npc_11,107.83,0.475,348.53,0.0,27.74,Conservative
1,84,npc_12,107.89,0.018,20.39,0.0,54.01,Normal
1,84,npc_13,106.86,-0.355,120.51,0.0,26.79,Conservative
1,84,npc_14,99.73,-0.797,253.73,0.0,25.29,Conservative
1,84,npc_2,107.66,-0.631,149.04,0.0,28.28,Conservative
1,84,npc_3,99.93,0.543,237.71,1.879,64.36,Normal
1,84,npc_4,89.71,0.793,131.07,0.0,21.06,Conservative
1,84,npc_5,107.79,-0.166,186.15,0.0,26.48,Conservative
1,84,npc_6,95.62,0.646,279.09,0.0,22.9,Conservative
1,84,npc_7,100.85,-0.852,387.64,0.0,26.01,Conservative
1,84,npc_8,92.33,0.242,52.94,0.0,19.91,Conservative
1,84,npc_9,106.87,-0.167,98.68,0.0,26.05,Conservative
1,88,npc_0,92.32,-0.204,71.34,1.425,57.76,Normal
1,88,npc_1,107.65,-0.812,22.89,1.539,92.52,Aggressive
1,88,npc_10,102.06,-0.096,217.72,1.098,52.82,Normal
1,88,npc_11,107.93,0.297,353.3,0.0,27.08,Conservative
1,88,npc_12,107.74,-0.427,16.34,0.0,63.76,Normal
1,88,npc_13,106.89,0.098,125.18,0.0,25.78,Conservative
1,88,npc_14,99.96,0.635,257.63,0.0,24.74,Conservative
1,88,npc_2,107.62,-0.117,153.81,0.0,26.21,Conservative
1,88,npc_3,99.94,0.046,241.6,1.913,62.38,Normal
1,88,npc_4,89.48,-0.625,128.31,0.0,20.29,Conservative
1,88,npc_5,107.45,-0.946,190.9,0.0,29.44,Conservative
1,88,npc_6,95.32,-0.84,282.48,0.0,23.55,Conservative
1,88,npc_7,101.19,0.96,391.67,0.0,26.59,Conservative
1,88,npc_8,92.45,0.346,49.9,0.0,20.38,Conservative
1,88,npc_9,107.04,0.462,103.35,0.0,27.31,Conservative
1,92,npc_0,92.25,-0.189,68.28,1.405,57.14,Normal
1,92,npc_1,107.95,0.823,27.63,1.562,85.2,Aggressive
1,92,npc_10,101.97,-0.252,221.85,1.078,52.85,Normal
1,92,npc_11,107.85,-0.24,358.09,0.0,26.81,Conservative
1,92,npc_12,107.94,0.548,12.79,0.0,72.39,Aggressive
1,92,npc_13,106.74,-0.433,129.85,0.0,27.05,Conservative
1,92,npc_14,100.03,0.195,261.53,0.0,23.02,Conservative
1,92,npc_2,107.36,-0.725,158.55,0.0,28.51,Conservative
1,92,npc_3,99.76,-0.497,245.5,1.938,64.11,Normal
1,92,npc_4,89.7,0.606,125.56,0.0,20.31,Conservative
1,92,npc_5,107.09,-0.984,195.62,0.0,29.42,Conservative
1,92,npc_6,95.27,-0.133,285.89,0.0,20.7,Conservative
1,92,npc_7,101.1,-0.245,395.7,0.0,23.7,Conservative
1,92,npc_8,92.43,-0.075,46.87,0.0,19.6,Conservative
1,92,npc_9,107.05,0.033,108.02,0.0,25.6,Conservative
1,96,npc_0,88.2,-11.236,65.39,1.386,74.24,Aggressive
1,96,npc_1,107.92,-0.078,32.22,1.578,76.3,Aggressive
1,96,npc_10,101.85,-0.338,225.87,1.058,52.63,Normal
1,96,npc_11,107.95,0.277,362.81,0.0,27.0,Conservative
1,96,npc_12,107.97,0.082,7.38,0.0,84.36,Aggressive
1,96,npc_13,106.86,0.327,134.32,0.0,26.68,Conservative
1,96,npc_14,100.04,0.029,265.34,0.0,22.36,Conservative
1,96,npc_2,106.96,-1.12,163.28,0.0,29.9,Conservative
1,96,npc_3,99.88,0.324,249.34,1.955,63.47,Normal
1,96,npc_4,89.4,-0.835,122.76,0.0,21.1,Conservative
1,96,npc_5,106.85,-0.693,200.28,0.0,28.14,Conservative
1,96,npc_6,95.6,0.928,289.28,0.0,24.02,Conservative
1,96,npc_7,101.29,0.514,399.71,0.0,24.86,Conservative
1,96,npc_8,92.27,-0.442,43.48,0.0,22.05,Conservative
1,96,npc_9,107.0,-0.133,112.55,0.0,25.98,Conservative
1,100,npc_0,82.62,-15.5,62.34,1.367,71.61,Aggressive
1,100,npc_1,107.96,0.098,37.81,1.588,71.05,Aggressive
1,100,npc_10,101.51,-0.962,230.78,1.04,54.47,Normal
1,100,npc_11,107.9,-0.13,368.39,0.0,26.39,Conservative
1,100,npc_12,107.7,-0.729,6.68,0.0,88.75,Aggressive
1,100,npc_13,106.74,-0.323,139.78,0.0,26.61,Conservative
1,100,npc_14,100.05,0.04,270.04,0.0,22.4,Conservative
1,100,npc_2,106.64,-0.88,168.76,0.0,28.79,Conservative
1,100,npc_3,99.8,-0.21,254.05,1.966,62.98,Normal
1,100,npc_4,89.74,0.954,119.21,0.0,21.71,Conservative
1,100,npc_5,106.34,-1.412,205.72,0.0,30.78,Conservative
1,100,npc_6,95.67,0.187,293.49,0.0,21.09,Conservative
1,100,npc_7,100.9,-1.093,404.52,0.0,26.99,Conservative
1,100,npc_8,92.17,-0.284,39.65,0.0,23.44,Conservative
1,100,npc_9,106.7,-0.842,118.02,0.0,28.67,Conservative
1,104,npc_0,81.72,-2.515,59.0,1.542,64.9,Normal
1,104,npc_1,107.87,-0.239,44.18,1.595,67.89,Normal
1,104,npc_10,101.57,0.189,236.48,1.022,50.94,Normal
1,104,npc_11,107.96,0.158,374.78,0.0,26.53,Conservative
1,104,npc_12,107.99,0.79,10.47,0.0,79.07,Aggressive
1,104,npc_13,106.95,0.585,146.06,0.0,27.76,Conservative
1,104,npc_14,99.8,-0.715,275.53,0.0,24.99,Conservative
1,104,npc_2,106.09,-1.524,174.98,0.0,31.11,Conservative
1,104,npc_3,99.76,-0.121,259.55,1.973,62.6,Normal
1,104,npc_4,89.58,-0.463,114.86,0.0,19.68,Conservative
1,104,npc_5,106.06,-0.771,211.92,0.0,28.08,Conservative
1,104,npc_6,95.52,-0.416,298.49,0.0,21.94,Conservative
1,104,npc_7,101.0,0.287,410.15,0.0,23.82,Conservative
1,104,npc_8,92.4,0.641,35.01,0.0,28.72,Conservative
1,104,npc_9,106.97,0.757,124.3,0.0,28.46,Conservative
1,108,npc_0,84.18,6.846,56.16,1.676,75.75,Aggressive
1,108,npc_1,107.56,-0.872,49.75,1.599,69.2,Normal
1,108,npc_10,101.76,0.503,241.37,1.006,51.84,Normal
1,108,npc_11,107.63,-0.907,380.36,0.0,29.37,Conservative
1,108,npc_12,107.8,-0.524,15.28,0.0,66.5,Normal
1,108,npc_13,106.76,-0.543,151.53,0.0,27.5,Conservative
1,108,npc_14,100.01,0.584,280.24,0.0,24.56,Conservative
1,108,npc_2,105.85,-0.659,180.35,0.0,27.53,Conservative
1,108,npc_3,100.05,0.804,264.25,1.976,65.46,Normal
1,108,npc_4,89.68,0.275,111.31,0.0,18.97,Conservative
1,108,npc_5,105.73,-0.908,217.28,0.0,28.48,Conservative
1,108,npc_6,95.55,0.089,302.7,0.0,20.65,Conservative
1,108,npc_7,101.21,0.598,414.99,0.0,25.16,Conservative
1,108,npc_8,92.46,0.165,31.17,0.0,31.01,Conservative
1,108,npc_9,106.96,-0.043,129.78,0.0,25.59,Conservative
1,112,npc_0,86.86,7.431,52.22,1.782,76.76,Aggressive
1,112,npc_1,107.82,0.727,56.14,1.6,68.74,Normal
1,112,npc_10,101.34,-1.153,247.05,0.99,53.83,Normal
